id,name,job,job_cat,pic_url,season,skin_tone,eye_color,hair_color,contrast_level,best_color1,best_color2,best_color3,best_color4,best_color5,worst_color1,worst_color2,worst_color3,worst_color4,worst_color5
282,Jonathan Ross,The Jonathan Ross Show,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Jonathan_Ross_by_Gage_Skidmore_2.jpg/1280px-Jonathan_Ross_by_Gage_Skidmore_2.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#8e6a55,#d9a973,#b37557,#000000,#ffffff,#1059a8,#9b30ff,#ff1cae
283,Joy,Red Velvet,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/A_Smiling_boy_from_Bangladesh.jpg/1280px-A_Smiling_boy_from_Bangladesh.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#d08a56,#b56414,#c97d60,#d69a6d,#ae7754,#000000,#ffffff,#9b9bff,#00ffff,#ff00ff
284,Joy (Park Soo-young),Member of Red Velvet,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/4/45/240719_Red_Velvet_Joy.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#daa06d,#c69c6d,#a56b45,#d99058,#aa6e3e,#000000,#ffffff,#89cff0,#c0c0c0,#8a2be2
285,Joy Behar,"The View, comedian",TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/5/51/Joybeharpic_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#daa06d,#cc7722,#8b4513,#80461b,#ffdab9,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
286,Kai,EXO,K-pop/Asian Celebrities,,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b07d62,#9e6a53,#d9a76e,#000000,#ffffff,#00ffff,#0000ff,#800080
287,Kai (Kim Jong-in),Member of EXO,K-pop/Asian Celebrities,,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#da9551,#6e4c3b,#000000,#ffffff,#7f00ff,#ff1cae,#00ffff
288,Kang Daniel,"Solo artist, former Wanna One member",K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Kang_Daniel_at_Music_Bank_-_2024-09-26.png/1280px-Kang_Daniel_at_Music_Bank_-_2024-09-26.png,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b76a5d,#d9a875,#bb7e5d,#000000,#ffffff,#89cff0,#4682b4,#0f52ba
289,King Charles III,King of the United Kingdom,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/a/ac/King_Charles_III_%28July_2023%29.jpg,warm autumn,warm,deep blue with green undertones,"salt and pepper, originally dark brown",medium,#daa520,#cd853f,#8b4513,#a0522d,#deb887,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
290,Liu Wen,"High-fashion campaigns, Victoria's Secret runway shows",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Liu_Wen_Milan_Fashion_Week_Autumn_Winter_2019.jpg/1280px-Liu_Wen_Milan_Fashion_Week_Autumn_Winter_2019.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#d08c60,#b76e79,#6a4e42,#c8b273,#996639,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
291,Lizzo,"Pop, hip-hop, and R&B music",Musicians/Singers,https://upload.wikimedia.org/wikipedia/commons/1/16/Lizzo_September_2025.png,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#daa06d,#aa8053,#8f5e3b,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
292,Natalie Wood,Roles in 'West Side Story' and other classic films,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Natalie_Wood_Allan_Warren.jpg/1280px-Natalie_Wood_Allan_Warren.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9a875,#b87333,#c19a6b,#000000,#ffffff,#89cff0,#ffd1dc,#c0c0c0
293,Princess Beatrice of York,British Royal Family member,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Web_Summit_2018_-_Forum_-_Day_2%2C_November_7_DSC_4716_%2845765938231%29_%28cropped%29.jpg/1280px-Web_Summit_2018_-_Forum_-_Day_2%2C_November_7_DSC_4716_%2845765938231%29_%28cropped%29.jpg,warm autumn,warm,hazel with golden flecks,natural auburn,medium,#d08a54,#b76e79,#6a4e42,#c4a484,#9e6a5d,#000000,#ffffff,#89cff0,#ffd1dc,#880d1e
294,Priyanka Chopra,"Quantico, Baywatch",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/4/45/Priyanka_Chopra_at_Bulgary_launch%2C_2024_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#a67c52,#d9a566,#b76e79,#000000,#ffffff,#89cff0,#4682b4,#d3d3d3
295,Ralph Lauren,Fashion design,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/d/da/Ralph_Lauren_2013.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#d08a56,#b87333,#c4a484,#a67b5b,#6e4c32,#0000ff,#000080,#ffc0cb,#ff69b4,#00ffff
296,Rita Hayworth,1940s and 1950s cinema icon,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Rita_Hayworth_1940s.jpg/1255px-Rita_Hayworth_1940s.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#daa520,#8b4513,#a0522d,#000000,#ffffff,#c0c0c0,#808080,#800080
297,Robert Downey Jr.,Iron Man in Marvel movies,Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Robert_Downey_Jr._2014_Comic-Con.jpg/1280px-Robert_Downey_Jr._2014_Comic-Con.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#b87333,#cc7722,#80461b,#8a3324,#7b3f00,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
298,Russell Westbrook,Basketball,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Russell_Westbrook_%28March_21%2C_2022%29_%28cropped%29.jpg/1280px-Russell_Westbrook_%28March_21%2C_2022%29_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#b87333,#cc7722,#ffa07a,#d2b48c,#8b4513,#000000,#ffffff,#00ffff,#0000ff,#ff00ff
299,Serena Williams,Tennis,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Serena_Williams_at_the_2025_International_Tennis_Hall_of_Fame_Induction_Ceremony_Press_Conference_%28cropped%29.jpg/1280px-Serena_Williams_at_the_2025_International_Tennis_Hall_of_Fame_Induction_Ceremony_Press_Conference_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9a25f,#a56b46,#6a4e42,#000000,#ffffff,#99b3ff,#a8d8ea,#8c62a2
300,Sophia Loren,Italian actress known for her beauty and acting skill,Historical/Classic Hollywood Icons,https://upload.wikimedia.org/wikipedia/commons/0/0a/Gala_de_%C3%8Enchidere_TIFF_2016_%2827490660976%29_%28cropped%29.jpg,warm autumn,warm,deep brown with warm flecks,natural dark brown,medium,#e8b4a8,#c89f94,#b07d62,#d9a56c,#aa753f,#000000,#ffffff,#89cff0,#c0d8e4,#8a2be2
301,Trevor Noah,The Daily Show,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Trevor_Noah_%2853554114243%29_%28portrait_crop%29.jpg/1280px-Trevor_Noah_%2853554114243%29_%28portrait_crop%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#d08c45,#bb6d3e,#a15630,#6a4e42,#c8b496,#0000ff,#009688,#00bcd4,#795548,#9e9e9e
302,V (Kim Tae-hyung),BTS,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/d/d4/BTS%27s_V_20251004_04.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9a066,#b07d62,#aa6e3e,#000000,#ffffff,#00ffff,#ff00ff,#800080
303,Venus Williams,Tennis,Athletes/Sports Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Venus_Williams_%282025_DC_Open%29_032_%28cropped%29.jpg/1280px-Venus_Williams_%282025_DC_Open%29_032_%28cropped%29.jpg,warm autumn,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#b07d62,#d9a875,#aa6e3e,#000000,#ffffff,#89cff0,#007fff,#ff007f
304,Baekhyun (Byun Baek-hyun),Member of EXO,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/0/02/%ED%95%98%EC%96%80%EB%A8%B8%EB%A6%AC_%EB%B0%B1%ED%98%84_3.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2c2,#ffd1aa,#f4a460,#000000,#ffffff,#5f9ea0,#4682b4,#000080
305,Blake Lively,"Gossip Girl, The Age of Adaline",Hollywood Actresses,https://upload.wikimedia.org/wikipedia/commons/5/59/Blake_Lively_2018_%28cropped_2%29.jpg,warm spring,warm,"blue with flecks of warmer tones near the iris, creating depth",golden blonde,medium,#f4c2a5,#daa06d,#fadfa5,#c4967a,#fac898,#223843,#5a3e36,#0e0e52,#34232a,#6a737d
306,Bretman Rock,"Beauty influencer, social media personality",Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bretman_Rock_2019.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#daa06d,#ffd59a,#000000,#ffffff,#1c1c1c,#a8a8a8,#8b0000
307,Camila Coelho,Fashion and beauty blogger,Social Media Influencers/Content Creators,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Camila_Coelho_2015_%28cropped%29.jpg/1280px-Camila_Coelho_2015_%28cropped%29.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#dda15e,#b76e79,#000000,#ffffff,#a0a0a0,#6d6d6d,#284162
308,Chris Hemsworth,Thor in Marvel movies,Hollywood Actors,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Chris_Hemsworth_by_Gage_Skidmore_3.jpg/1280px-Chris_Hemsworth_by_Gage_Skidmore_3.jpg,warm spring,warm,blue with green flecks,natural dark blonde,medium,#e8b4a8,#c89f94,#f4cbb2,#dea677,#ffd700,#000000,#ffffff,#2f4f4f,#708090,#4682b4
309,David Letterman,Late Show with David Letterman,TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/b/b7/David_Letterman_with_his_Individual_Peabody_at_the_75th_Annual_Peabody_Awards_%28cropped%29.jpg,warm spring,warm,hazel with green and brown nuances,"salt and pepper, originally dark brown",medium,#e8b4a8,#c89f94,#daa520,#ffd700,#ffa07a,#000000,#ffffff,#a9a9a9,#808080,#2f4f4f
310,Diane von Fürstenberg,"Wrap dress, fashion design",Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Diane_von_Furstenberg_2012_Shankbone.JPG/1280px-Diane_von_Furstenberg_2012_Shankbone.JPG,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#daaa56,#a98307,#000000,#ffffff,#7f7f7f,#4682b4,#000080
311,Elie Saab,Haute couture,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/b/b4/Elie_Saab_at_his_Spring_2012_Fashion_Show.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#dda25f,#b88853,#000000,#ffffff,#1a1a1a,#cccccc,#888888
312,Gigi Hadid,"High-fashion runway shows, magazine covers",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/e/e0/Marina_Ruy_Barbosa_com_Gigi_Hadid_em_Paris_%28Gigi_Hadid%29.jpg,warm spring,warm,light blue with golden flecks,natural dark blonde,medium,#e8b4a8,#daa06d,#f4cba1,#ffd700,#ffa07a,#000000,#ffffff,#7f7f7f,#2f4f4f,#000080
313,Gisele Bündchen,"Iconic supermodel career, environmental activism",Models/Supermodels,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Ver%C3%A3o_Arezzo_Brasil_2019_por_Gisele_B%C3%BCndchen_08.jpg/1280px-Ver%C3%A3o_Arezzo_Brasil_2019_por_Gisele_B%C3%BCndchen_08.jpg,warm spring,warm,blue with green flecks,natural dark blonde,medium,#e8b4a8,#c89f94,#d9a25f,#ffd700,#ffb347,#000000,#ffffff,#7fffd4,#00008b,#8a2be2
314,Hoda Kotb,"The Today Show, journalist",TV Personalities/Talk Show Hosts,https://upload.wikimedia.org/wikipedia/commons/7/71/Hoda_Kotb_2022_%28cropped%29.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#daa520,#ffd700,#000000,#ffffff,#a9a9a9,#2f4f4f,#556b2f
315,IU,Solo artist,K-pop/Asian Celebrities,,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c2a0,#daa06d,#ffd59a,#000000,#ffffff,#1c1c1c,#233067,#7f7f7f
316,Jay Park,Solo artist,K-pop/Asian Celebrities,https://upload.wikimedia.org/wikipedia/commons/a/a6/Jay_Park_in_September_2024.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#d9a972,#ffd966,#b0885a,#000000,#ffffff,#1a1a1a,#cccccc,#808080
317,Lauren Curtis,Beauty and makeup guru on YouTube,Social Media Influencers/Content Creators,,warm spring,warm,light green with golden flecks,natural dark blonde,medium,#e8b4a8,#ffd700,#f4c430,#ff8c69,#fa8072,#000000,#ffffff,#2f4f4f,#556b2f,#800000
318,Michael Kors,Fashion design,Fashion Designers/Style Icons,https://upload.wikimedia.org/wikipedia/commons/b/b6/Michael_Kors%2C_Photographed_by_Ed_Kavishe_for_Fashion_Wire_Press.jpg,warm spring,warm,deep brown,natural dark brown,medium,#e8b4a8,#c89f94,#f4c95d,#d9a641,#b97b56,#000000,#ffffff,#105878,#283593,#4a148c
319,Queen Maxima of the Netherlands,Queen of the Netherlands,Royal Family Members/Public Figures,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Koningin-maxima-okt-15-s.jpg/1280px-Koningin-maxima-okt-15-s.jpg,warm spring,warm,light brown with golden specks,natural dark blonde,medium,#e8b4a8,#daa520,#ffd700,#ff8c00,#ff6347,#000000,#ffffff,#7fffd4,#00ffff,#0000ff
